name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
BOX8- Desi Meals,Yes,No,4.3,291,Residency Road,"Takeaway, Delivery",North Indian,500,Delivery
BOX8- Desi Meals,Yes,No,4.3,291,Residency Road,"Takeaway, Delivery",Fast Food,500,Delivery
20 Feet High,Yes,Yes,4.0,933,Church Street,"Casual Dining, Bar",American,1000,Delivery
20 Feet High,Yes,Yes,4.0,933,Church Street,"Casual Dining, Bar",Continental,1000,Delivery
Oye Amritsar,Yes,Yes,4.1,452,Church Street,Casual Dining,North Indian,600,Delivery
Red Lantern,Yes,No,3.7,161,Cunningham Road,Casual Dining,Chinese,700,Delivery
Hotel Chandrika,Yes,No,3.8,207,Cunningham Road,Casual Dining,South Indian,400,Delivery
Hotel Chandrika,Yes,No,3.8,207,Cunningham Road,Casual Dining,North Indian,400,Delivery
Hotel Chandrika,Yes,No,3.8,207,Cunningham Road,Casual Dining,Chinese,400,Delivery
Fat Buddha,Yes,Yes,4.0,456,Cunningham Road,Casual Dining,Chinese,1000,Delivery
Banjara Melting Pot,Yes,Yes,4.2,475,Cunningham Road,Casual Dining,North Indian,1700,Delivery
Banjara Melting Pot,Yes,Yes,4.2,475,Cunningham Road,Casual Dining,Chinese,1700,Delivery
Desi Vdesi,Yes,No,3.9,202,Church Street,Quick Bites,Fast Food,250,Delivery
Desi Vdesi,Yes,No,3.9,202,Church Street,Quick Bites,North Indian,250,Delivery
Brownie Heaven,Yes,No,4.2,34,Cunningham Road,Dessert Parlor,Desserts,300,Delivery
Brownie Heaven,Yes,No,4.2,34,Cunningham Road,Dessert Parlor,Fast Food,300,Delivery
KKR FOODIES,Yes,Yes,3.1,59,St. Marks Road,Quick Bites,Chinese,400,Delivery
KKR FOODIES,Yes,Yes,3.1,59,St. Marks Road,Quick Bites,Fast Food,400,Delivery
KKR FOODIES,Yes,Yes,3.1,59,St. Marks Road,Quick Bites,North Indian,400,Delivery
Dolci Desserts,Yes,No,4.3,655,Cunningham Road,"Cafe, Dessert Parlor",Cafe,750,Delivery
Dolci Desserts,Yes,No,4.3,655,Cunningham Road,"Cafe, Dessert Parlor",Desserts,750,Delivery
GMT - Gelateria Montecatini Terme,Yes,No,4.4,68,Lavelle Road,Quick Bites,Desserts,300,Delivery
The Egg Factory,Yes,No,4.2,1765,St. Marks Road,Casual Dining,Continental,750,Delivery
The Egg Factory,Yes,No,4.2,1765,St. Marks Road,Casual Dining,American,750,Delivery
Rasovara,Yes,Yes,4.3,765,Lavelle Road,Casual Dining,North Indian,1400,Delivery
BLOW,Yes,Yes,4.3,945,Church Street,Cafe,Cafe,750,Delivery
BLOW,Yes,Yes,4.3,945,Church Street,Cafe,Continental,750,Delivery
BLOW,Yes,Yes,4.3,945,Church Street,Cafe,American,750,Delivery
Wolf'ish,Yes,No,4.1,461,Church Street,Cafe,Cafe,700,Delivery
Wolf'ish,Yes,No,4.1,461,Church Street,Cafe,American,700,Delivery
Wolf'ish,Yes,No,4.1,461,Church Street,Cafe,Italian,700,Delivery
Wolf'ish,Yes,No,4.1,461,Church Street,Cafe,Pizza,700,Delivery
BISO - Citrus Hotels,No,Yes,3.9,158,Cunningham Road,Casual Dining,North Indian,1100,Delivery
BISO - Citrus Hotels,No,Yes,3.9,158,Cunningham Road,Casual Dining,South Indian,1100,Delivery
BISO - Citrus Hotels,No,Yes,3.9,158,Cunningham Road,Casual Dining,Italian,1100,Delivery
BISO - Citrus Hotels,No,Yes,3.9,158,Cunningham Road,Casual Dining,Continental,1100,Delivery
The White Room - Coffee & Kitchen,No,Yes,4.0,1706,Church Street,Cafe,Cafe,1000,Desserts
The White Room - Coffee & Kitchen,No,Yes,4.0,1706,Church Street,Cafe,Continental,1000,Desserts
The White Room - Coffee & Kitchen,No,Yes,4.0,1706,Church Street,Cafe,American,1000,Desserts
The White Room - Coffee & Kitchen,No,Yes,4.0,1706,Church Street,Cafe,Desserts,1000,Desserts
IceBreakers,No,No,4.3,182,Church Street,Dessert Parlor,Desserts,400,Desserts
Baskin Robbins,Yes,No,3.5,36,Church Street,Dessert Parlor,Desserts,250,Desserts
Glen's Bakehouse,Yes,No,4.4,1093,Lavelle Road,"Bakery, Cafe",Cafe,600,Desserts
Glen's Bakehouse,Yes,No,4.4,1093,Lavelle Road,"Bakery, Cafe",Italian,600,Desserts
Glen's Bakehouse,Yes,No,4.4,1093,Lavelle Road,"Bakery, Cafe",Desserts,600,Desserts
Art of Delight,No,No,4.4,1899,Residency Road,Dessert Parlor,Desserts,400,Desserts
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,523,Lavelle Road,"Bakery, Cafe",Cafe,1400,Desserts
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,523,Lavelle Road,"Bakery, Cafe",Italian,1400,Desserts
Fabcafe,Yes,Yes,4.1,55,MG Road,Cafe,Cafe,800,Desserts
Lakeview Milkbar,No,No,4.0,1445,MG Road,"Dessert Parlor, Cafe",Desserts,500,Desserts
Lakeview Milkbar,No,No,4.0,1445,MG Road,"Dessert Parlor, Cafe",Cafe,500,Desserts
Lakeview Milkbar,No,No,4.0,1445,MG Road,"Dessert Parlor, Cafe",Fast Food,500,Desserts
Happy Belly Bakes,Yes,No,4.2,116,MG Road,"Cafe, Bakery",Cafe,500,Desserts
GMT - Gelateria Montecatini Terme,Yes,No,4.4,68,Lavelle Road,Quick Bites,Desserts,300,Desserts
Keventers,No,No,3.9,89,Lavelle Road,"Beverage Shop, Dessert Parlor",Desserts,400,Desserts
Chocolate Philosophy,No,No,3.7,0,Lavelle Road,Dessert Parlor,Desserts,500,Desserts
Natural Ice Cream,No,No,4.2,220,St. Marks Road,Dessert Parlor,Desserts,150,Desserts
Sweet Truth,Yes,No,4.0,49,Residency Road,Delivery,Desserts,500,Desserts
Hammered,Yes,Yes,4.7,4677,Cunningham Road,"Pub, Cafe",North Indian,1300,Desserts
Hammered,Yes,Yes,4.7,4677,Cunningham Road,"Pub, Cafe",Continental,1300,Desserts
Hammered,Yes,Yes,4.7,4677,Cunningham Road,"Pub, Cafe",Cafe,1300,Desserts
Dolci Desserts,Yes,No,4.3,655,Cunningham Road,"Cafe, Dessert Parlor",Cafe,750,Desserts
Dolci Desserts,Yes,No,4.3,655,Cunningham Road,"Cafe, Dessert Parlor",Desserts,750,Desserts
Brownie Heaven,Yes,No,4.2,34,Cunningham Road,Dessert Parlor,Desserts,300,Desserts
Brownie Heaven,Yes,No,4.2,34,Cunningham Road,Dessert Parlor,Fast Food,300,Desserts
Chutney Chang,Yes,Yes,4.2,4733,Church Street,Casual Dining,North Indian,1500,Dine-out
Chutney Chang,Yes,Yes,4.2,4733,Church Street,Casual Dining,Chinese,1500,Dine-out
Brik Oven,No,No,4.6,2263,Church Street,Cafe,Cafe,1100,Dine-out
Brik Oven,No,No,4.6,2263,Church Street,Cafe,Pizza,1100,Dine-out
Church Street Social,Yes,No,4.3,7547,Church Street,Lounge,American,1500,Dine-out
Church Street Social,Yes,No,4.3,7547,Church Street,Lounge,North Indian,1500,Dine-out
Church Street Social,Yes,No,4.3,7547,Church Street,Lounge,Chinese,1500,Dine-out
Carnatic,No,Yes,4.2,169,Church Street,Casual Dining,South Indian,1000,Dine-out
The Only Place,Yes,Yes,4.2,2924,Church Street,Casual Dining,Italian,1000,Dine-out
The Only Place,Yes,Yes,4.2,2924,Church Street,Casual Dining,American,1000,Dine-out
The Only Place,Yes,Yes,4.2,2924,Church Street,Casual Dining,Continental,1000,Dine-out
Mainland China,Yes,Yes,4.5,1401,Church Street,"Casual Dining, Bar",Chinese,1700,Dine-out
The White Room - Coffee & Kitchen,No,Yes,4.0,1706,Church Street,Cafe,Cafe,1000,Dine-out
The White Room - Coffee & Kitchen,No,Yes,4.0,1706,Church Street,Cafe,Continental,1000,Dine-out
The White Room - Coffee & Kitchen,No,Yes,4.0,1706,Church Street,Cafe,American,1000,Dine-out
The White Room - Coffee & Kitchen,No,Yes,4.0,1706,Church Street,Cafe,Desserts,1000,Dine-out
Matteo Coffea,No,No,4.4,2638,Church Street,Cafe,Cafe,600,Dine-out
Hoppipola,Yes,No,4.3,1708,Church Street,Lounge,Continental,1300,Dine-out
Easy Tiger,No,No,4.3,2244,Church Street,"Bar, Casual Dining",Continental,1100,Dine-out
Russh Gastropub,No,No,4.2,1289,Church Street,Pub,Continental,1100,Dine-out
Russh Gastropub,No,No,4.2,1289,Church Street,Pub,Italian,1100,Dine-out
Empire Restaurant,Yes,No,4.0,3213,Church Street,Casual Dining,North Indian,750,Dine-out
Empire Restaurant,Yes,No,4.0,3213,Church Street,Casual Dining,South Indian,750,Dine-out
Empire Restaurant,Yes,No,4.0,3213,Church Street,Casual Dining,Chinese,750,Dine-out
BLOW,Yes,Yes,4.3,945,Church Street,Cafe,Cafe,750,Dine-out
BLOW,Yes,Yes,4.3,945,Church Street,Cafe,Continental,750,Dine-out
BLOW,Yes,Yes,4.3,945,Church Street,Cafe,American,750,Dine-out
Smally's Resto Cafe,Yes,No,4.3,3548,Church Street,Cafe,Cafe,650,Dine-out
Smally's Resto Cafe,Yes,No,4.3,3548,Church Street,Cafe,Italian,650,Dine-out
Smally's Resto Cafe,Yes,No,4.3,3548,Church Street,Cafe,American,650,Dine-out
Roomali,No,Yes,4.0,173,Church Street,Casual Dining,North Indian,1300,Dine-out
Coconut Grove,No,Yes,3.9,681,Church Street,"Casual Dining, Bar",South Indian,1200,Dine-out
Oye Amritsar,Yes,Yes,4.1,452,Church Street,Casual Dining,North Indian,600,Dine-out
Wolf'ish,Yes,No,4.1,461,Church Street,Cafe,Cafe,700,Dine-out
Wolf'ish,Yes,No,4.1,461,Church Street,Cafe,American,700,Dine-out
Wolf'ish,Yes,No,4.1,461,Church Street,Cafe,Italian,700,Dine-out
Wolf'ish,Yes,No,4.1,461,Church Street,Cafe,Pizza,700,Dine-out
20 Feet High,Yes,Yes,4.0,933,Church Street,"Casual Dining, Bar",American,1000,Dine-out
20 Feet High,Yes,Yes,4.0,933,Church Street,"Casual Dining, Bar",Continental,1000,Dine-out
Chugg,No,Yes,3.9,746,Church Street,Pub,Continental,1500,Dine-out
Chugg,No,Yes,3.9,746,Church Street,Pub,North Indian,1500,Dine-out
Coco Grove Beer Cafe,No,No,3.8,152,Church Street,Casual Dining,Continental,800,Dine-out
Pizza Hut,Yes,No,3.7,39,Church Street,Casual Dining,Pizza,750,Dine-out
Pizza Hut,Yes,No,3.7,39,Church Street,Casual Dining,Fast Food,750,Dine-out
Mandarin Box,No,No,4.0,79,Church Street,Quick Bites,Chinese,500,Dine-out
Indian Coffee House,No,No,3.9,1218,Church Street,Quick Bites,South Indian,200,Dine-out
Desi Vdesi,Yes,No,3.9,202,Church Street,Quick Bites,Fast Food,250,Dine-out
Desi Vdesi,Yes,No,3.9,202,Church Street,Quick Bites,North Indian,250,Dine-out
The 13th Floor,No,Yes,4.4,4582,MG Road,Lounge,North Indian,1700,Dine-out
Skyye,No,Yes,4.2,3119,Lavelle Road,Lounge,Continental,2500,Dine-out
Communiti,No,No,4.7,3920,Residency Road,"Microbrewery, Casual Dining",Continental,1500,Dine-out
Ebony,Yes,Yes,4.3,3130,MG Road,Casual Dining,North Indian,1500,Dine-out
Ebony,Yes,Yes,4.3,3130,MG Road,Casual Dining,South Indian,1500,Dine-out
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2119,Lavelle Road,Fine Dining,North Indian,2200,Dine-out
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2119,Lavelle Road,Fine Dining,Continental,2200,Dine-out
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2119,Lavelle Road,Fine Dining,Italian,2200,Dine-out
Yauatcha,No,Yes,4.6,2341,MG Road,Fine Dining,Chinese,2800,Dine-out
Hard Rock Cafe,No,Yes,4.5,5265,St. Marks Road,"Casual Dining, Bar",American,2500,Dine-out
The Tao Terraces,Yes,Yes,4.0,1913,MG Road,Casual Dining,Chinese,2100,Dine-out
Bangalore Brew Works,No,Yes,4.2,2213,Residency Road,"Microbrewery, Lounge",Continental,1700,Dine-out
Bangalore Brew Works,No,Yes,4.2,2213,Residency Road,"Microbrewery, Lounge",Italian,1700,Dine-out
The Bar Stock Exchange,No,No,4.3,609,St. Marks Road,"Pub, Casual Dining",Continental,1300,Dine-out
The Bar Stock Exchange,No,No,4.3,609,St. Marks Road,"Pub, Casual Dining",Chinese,1300,Dine-out
The Bar Stock Exchange,No,No,4.3,609,St. Marks Road,"Pub, Casual Dining",North Indian,1300,Dine-out
The Biere Club,Yes,Yes,4.3,3485,Lavelle Road,"Pub, Microbrewery",Continental,1700,Dine-out
SkyDeck By Sherlock's,No,Yes,4.2,1427,MG Road,"Pub, Casual Dining",Continental,1500,Dine-out
SkyDeck By Sherlock's,No,Yes,4.2,1427,MG Road,"Pub, Casual Dining",Chinese,1500,Dine-out
SkyDeck By Sherlock's,No,Yes,4.2,1427,MG Road,"Pub, Casual Dining",North Indian,1500,Dine-out
Cafe Azzure,Yes,Yes,4.3,2669,MG Road,Cafe,Cafe,1200,Dine-out
Cafe Azzure,Yes,Yes,4.3,2669,MG Road,Cafe,Continental,1200,Dine-out
Cafe Azzure,Yes,Yes,4.3,2669,MG Road,Cafe,Italian,1200,Dine-out
Smoke House Deli,Yes,No,4.6,2492,Lavelle Road,Casual Dining,Italian,1600,Dine-out
Smoke House Deli,Yes,No,4.6,2492,Lavelle Road,Casual Dining,Desserts,1600,Dine-out
Soda Bottle Opener Wala,Yes,Yes,4.4,3656,Lavelle Road,"Casual Dining, Irani Cafee",North Indian,1300,Dine-out
Fava,No,Yes,4.4,2041,Lavelle Road,"Casual Dining, Bar",Desserts,1200,Dine-out
Fava,No,Yes,4.4,2041,Lavelle Road,"Casual Dining, Bar",Italian,1200,Dine-out
Fava,No,Yes,4.4,2041,Lavelle Road,"Casual Dining, Bar",Pizza,1200,Dine-out
Spice Terrace - JW Marriott,No,Yes,4.3,757,Lavelle Road,"Fine Dining, Microbrewery",North Indian,3000,Dine-out
Sunny's,No,Yes,4.1,1330,Lavelle Road,"Casual Dining, Bar",Italian,2100,Dine-out
Sunny's,No,Yes,4.1,1330,Lavelle Road,"Casual Dining, Bar",Continental,2100,Dine-out
Caperberry,No,Yes,4.6,1429,Lavelle Road,Fine Dining,Italian,2200,Dine-out
Mahesh Lunch Home,Yes,Yes,4.1,860,Residency Road,Casual Dining,North Indian,1400,Dine-out
Mahesh Lunch Home,Yes,Yes,4.1,860,Residency Road,Casual Dining,Chinese,1400,Dine-out
Sotally Tober,No,Yes,4.4,194,Residency Road,"Bar, Casual Dining",Chinese,1200,Dine-out
Rasovara,Yes,Yes,4.3,765,Lavelle Road,Casual Dining,North Indian,1400,Dine-out
Toscano,Yes,Yes,4.4,1842,Lavelle Road,Casual Dining,Italian,1500,Dine-out
Meghana Foods,Yes,No,4.3,2139,Residency Road,Casual Dining,North Indian,600,Dine-out
Tandoor,Yes,Yes,3.9,1362,MG Road,Fine Dining,North Indian,2100,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,693,MG Road,"Casual Dining, Cafe",American,1700,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,693,MG Road,"Casual Dining, Cafe",Cafe,1700,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,693,MG Road,"Casual Dining, Cafe",Continental,1700,Dine-out
Truffles,No,No,4.5,3573,St. Marks Road,Cafe,Cafe,900,Dine-out
Truffles,No,No,4.5,3573,St. Marks Road,Cafe,American,900,Dine-out
Green Onion,No,No,4.3,1187,Residency Road,Casual Dining,Chinese,550,Dine-out
Tree Tops Bar & Kitchen,No,Yes,4.4,113,Lavelle Road,"Casual Dining, Bar",North Indian,1000,Dine-out
Tree Tops Bar & Kitchen,No,Yes,4.4,113,Lavelle Road,"Casual Dining, Bar",Chinese,1000,Dine-out
Tree Tops Bar & Kitchen,No,Yes,4.4,113,Lavelle Road,"Casual Dining, Bar",Continental,1000,Dine-out
Tree Tops Bar & Kitchen,No,Yes,4.4,113,Lavelle Road,"Casual Dining, Bar",Italian,1000,Dine-out
Le Jardin - The Oberoi,No,No,4.3,689,MG Road,Fine Dining,North Indian,3000,Dine-out
Capri Gastrobar,No,Yes,4.3,286,St. Marks Road,"Bar, Casual Dining",Italian,1200,Dine-out
The Open Box,Yes,Yes,4.2,2272,St. Marks Road,"Casual Dining, Bar",North Indian,1400,Dine-out
Alba - JW Marriott Bengaluru,No,Yes,4.4,561,Lavelle Road,Fine Dining,Italian,4000,Dine-out
BBQ@52,No,Yes,3.7,41,MG Road,Casual Dining,Continental,1500,Dine-out
Konark Vegetarian Restaurant,No,No,4.1,1007,Residency Road,Casual Dining,North Indian,500,Dine-out
Konark Vegetarian Restaurant,No,No,4.1,1007,Residency Road,Casual Dining,Chinese,500,Dine-out
Konark Vegetarian Restaurant,No,No,4.1,1007,Residency Road,Casual Dining,Continental,500,Dine-out
Konark Vegetarian Restaurant,No,No,4.1,1007,Residency Road,Casual Dining,South Indian,500,Dine-out
Dindigul Thalappakatti,Yes,No,3.7,0,MG Road,Casual Dining,Chinese,800,Dine-out
Dindigul Thalappakatti,Yes,No,3.7,0,MG Road,Casual Dining,North Indian,800,Dine-out
Dindigul Thalappakatti,Yes,No,3.7,0,MG Road,Casual Dining,South Indian,800,Dine-out
BBQ'D - Global Grill & Brewery,No,No,4.3,458,Lavelle Road,"Casual Dining, Microbrewery",North Indian,1500,Dine-out
Bangalore Pub Exchange,No,Yes,4.2,210,MG Road,"Pub, Casual Dining",Continental,1000,Dine-out
Bangalore Pub Exchange,No,Yes,4.2,210,MG Road,"Pub, Casual Dining",Pizza,1000,Dine-out
Bangalore Pub Exchange,No,Yes,4.2,210,MG Road,"Pub, Casual Dining",North Indian,1000,Dine-out
Salvadores,No,Yes,4.4,190,MG Road,Fine Dining,Continental,2000,Dine-out
Salvadores,No,Yes,4.4,190,MG Road,Fine Dining,Italian,2000,Dine-out
Sriracha,No,No,4.3,688,Lavelle Road,Casual Dining,Chinese,1500,Dine-out
The Spice Bazaar,No,Yes,4.2,332,Lavelle Road,"Casual Dining, Bar",North Indian,1000,Dine-out
Chianti,No,Yes,4.4,280,MG Road,Casual Dining,Italian,1500,Dine-out
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,564,MG Road,"Casual Dining, Cafe",North Indian,2500,Dine-out
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,564,MG Road,"Casual Dining, Cafe",Italian,2500,Dine-out
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,564,MG Road,"Casual Dining, Cafe",South Indian,2500,Dine-out
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,564,MG Road,"Casual Dining, Cafe",Continental,2500,Dine-out
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,564,MG Road,"Casual Dining, Cafe",Cafe,2500,Dine-out
The Market - The Ritz-Carlton,No,Yes,4.3,614,Residency Road,Fine Dining,North Indian,3400,Dine-out
Pashto,No,No,4.1,768,Residency Road,Casual Dining,North Indian,800,Dine-out
Cafe Coffee Day The Square,No,No,4.1,388,Lavelle Road,Cafe,Cafe,1100,Dine-out
The Egg Factory,Yes,No,4.2,1765,St. Marks Road,Casual Dining,Continental,750,Dine-out
The Egg Factory,Yes,No,4.2,1765,St. Marks Road,Casual Dining,American,750,Dine-out
Happy Belly Bakes,Yes,No,4.2,116,MG Road,"Cafe, Bakery",Cafe,500,Dine-out
The Blackboard Bakery,No,Yes,3.7,90,Lavelle Road,"Cafe, Bakery",Cafe,1000,Dine-out
The Blackboard Bakery,No,Yes,3.7,90,Lavelle Road,"Cafe, Bakery",Continental,1000,Dine-out
KKR FOODIES,Yes,Yes,3.1,59,St. Marks Road,Quick Bites,Chinese,400,Dine-out
KKR FOODIES,Yes,Yes,3.1,59,St. Marks Road,Quick Bites,Fast Food,400,Dine-out
KKR FOODIES,Yes,Yes,3.1,59,St. Marks Road,Quick Bites,North Indian,400,Dine-out
Atomic Lab,No,No,3.5,54,Lavelle Road,"Casual Dining, Bar",North Indian,1800,Dine-out
Atomic Lab,No,No,3.5,54,Lavelle Road,"Casual Dining, Bar",Continental,1800,Dine-out
Soul Cafe,No,Yes,3.9,314,MG Road,Cafe,Cafe,800,Dine-out
Soul Cafe,No,Yes,3.9,314,MG Road,Cafe,Continental,800,Dine-out
Soul Cafe,No,Yes,3.9,314,MG Road,Cafe,Italian,800,Dine-out
South Parade - The Chancery Hotel,No,No,3.1,123,Lavelle Road,"Casual Dining, Bar",North Indian,1200,Dine-out
South Parade - The Chancery Hotel,No,No,3.1,123,Lavelle Road,"Casual Dining, Bar",Continental,1200,Dine-out
South Parade - The Chancery Hotel,No,No,3.1,123,Lavelle Road,"Casual Dining, Bar",Chinese,1200,Dine-out
Downtown,No,No,3.7,294,Residency Road,Pub,North Indian,1000,Dine-out
Downtown,No,No,3.7,294,Residency Road,Pub,Continental,1000,Dine-out
Polo Club - The Oberoi,No,No,4.1,116,MG Road,Fine Dining,American,3000,Dine-out
Polo Club - The Oberoi,No,No,4.1,116,MG Road,Fine Dining,North Indian,3000,Dine-out
Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,136,St. Marks Road,Casual Dining,Italian,800,Dine-out
Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,136,St. Marks Road,Casual Dining,Fast Food,800,Dine-out
Aqua - The Park Bangalore,No,Yes,4.0,195,MG Road,"Lounge, Bar",North Indian,3000,Dine-out
Aqua - The Park Bangalore,No,Yes,4.0,195,MG Road,"Lounge, Bar",Chinese,3000,Dine-out
Canopy,No,No,3.0,108,MG Road,Casual Dining,North Indian,800,Dine-out
Canopy,No,No,3.0,108,MG Road,Casual Dining,Continental,800,Dine-out
Canopy,No,No,3.0,108,MG Road,Casual Dining,Chinese,800,Dine-out
Mighty Small,No,No,4.1,259,MG Road,"Casual Dining, Bar",Continental,400,Dine-out
Mighty Small,No,No,4.1,259,MG Road,"Casual Dining, Bar",Chinese,400,Dine-out
Chai Point,Yes,No,4.0,133,Residency Road,"Beverage Shop, Quick Bites",Fast Food,250,Dine-out
Dasaprakash Cafe,No,No,3.1,10,MG Road,Cafe,Cafe,400,Dine-out
Gowdara Naati Mane,No,No,3.7,0,Residency Road,Casual Dining,South Indian,600,Dine-out
Ozaa,No,No,3.8,32,Lavelle Road,Casual Dining,American,1700,Dine-out
